Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United Kingdom,Price / United Kingdom,Compare At Price / United Kingdom,Included / European Union,Price / European Union,Compare At Price / European Union,Included / International,Price / International,Compare At Price / International,Status
select-your-fabric-colour-full-list,,,,,,,,,Naples Velvet Cream £75,,,,,Naples Velvet Cream-1-2,0,,0,deny,manual,75,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
select-your-fabric-colour-full-list,,,,,,,,,Naples Velvet Beige £75,,,,,Naples Velvet Beige-1-2,0,,0,deny,manual,75,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
select-your-fabric-colour-full-list,,,,,,,,,Naples Velvet Silver £75,,,,,Naples Velvet Silver-1-2,0,,0,deny,manual,75,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
select-your-fabric-colour-full-list,,,,,,,,,Naples Velvet Slate £75,,,,,Naples Velvet Slate-1-2,0,,0,deny,manual,75,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
select-your-fabric-colour-full-list,,,,,,,,,Alessia Smoke +£125,,,,,Alessia Smoke.-1,0,,0,deny,manual,125,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
select-your-fabric-colour-full-list,,,,,,,,,Alessia Beige +£125,,,,,Alessia Beige.-1,0,,0,deny,manual,125,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
select-your-fabric-colour-full-list,,,,,,,,,Alessia Silver +£125,,,,,Alessia Silver.-1,0,,0,deny,manual,125,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
select-your-fabric-colour-full-list,,,,,,,,,Coniston Spice Armour+£50,,,,,Coniston Spice Armour.-1,0,,0,deny,manual,50,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
select-your-fabric-colour-full-list,,,,,,,,,Coniston Spice Ivory +£50,,,,,Coniston Spice Ivory.-1,0,,0,deny,manual,50,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
select-your-fabric-colour-full-list,,,,,,,,,Coniston Spice Mink+£50,,,,,Coniston Spice Mink.-1,0,,0,deny,manual,50,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
select-your-fabric-colour-full-list,,,,,,,,,Coniston Spice Pink+£50,,,,,Coniston Spice Pink.-1,0,,0,deny,manual,50,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
select-your-fabric-copy,Select Your Fabric (Copy), ,Storage Beds and Mattresses,,Beds,"ottoman storage bed upholstery, velvet baby pink",FALSE,Product Select Colour,Coniston Spice Mink+£50,,,,,,0,,0,deny,manual,50,,TRUE,TRUE,,,,,FALSE,,,,,,,new,TRUE,,,,,,,kg,,,TRUE,,,TRUE,,,TRUE,,,archived
select-your-fabric-copy,,,,,,,,,Coniston Spice Armour+£50,,,,,,0,,0,deny,manual,50,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
select-your-fabric-copy,,,,,,,,,Coniston Spice Ivory +£50,,,,,,0,,0,deny,manual,50,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
select-your-fabric-copy,,,,,,,,,Coniston Spice Pink+£50,,,,,,0,,0,deny,manual,50,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
select-your-fabric-copy,,,,,,,,,Coniston Spice Tumeric+£50,,,,,,0,,0,deny,manual,50,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
select-your-fabric-copy,,,,,,,,,Chenille Beige £25,,,,,CH-BEIGE-2,0,,0,deny,manual,25,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
select-your-fabric-copy,,,,,,,,,Chenille Black £25,,,,,CH-BLK-2,0,,0,deny,manual,25,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
select-your-fabric-copy,,,,,,,,,Crush Velvet Steel £25,,,,,CR-STL-2,0,,0,deny,manual,25,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
select-your-fabric-copy,,,,,,,,,Crush Velvet Ivory £25,,,,,CR-IVRY-2,0,,0,deny,manual,25,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
select-your-fabric-copy,,,,,,,,,Crush Velvet Ice Silver £25,,,,,CR-ICE-SLVR-2,0,,0,deny,manual,25,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
select-your-fabric-copy,,,,,,,,,Crush Velvet Champaign £25,,,,,CR-CHAMP-2,0,,0,deny,manual,25,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
select-your-fabric-copy,,,,,,,,,Crush Velvet Black £25,,,,,CR-BLK-2,0,,0,deny,manual,25,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
select-your-fabric-copy,,,,,,,,,Ascot Silver Grey £50,,,,,ASC-SLVR-GRY-2,0,,0,deny,manual,50,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
select-your-fabric-copy,,,,,,,,,Ascot Beige £50,,,,,ASC-BEIGE-2,0,,0,deny,manual,50,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
select-your-fabric-copy,,,,,,,,,Plush Velvet Ivory £50,,,,,PLSH-IVRY-2,0,,0,deny,manual,50,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
select-your-fabric-copy,,,,,,,,,Plush Velvet Maroon £50,,,,,PLSH-MROON-2,0,,0,deny,manual,50,100,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
select-your-fabric-copy,,,,,,,,,Plush Velvet Royal Blue £50,,,,,PLSH-RYL-BLU-2,0,,0,deny,manual,50,100,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
select-your-fabric-copy,,,,,,,,,Plush Velvet Steel £50,,,,,PLSH-STL-2,0,,0,deny,manual,50,100,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
select-your-fabric-copy,,,,,,,,,Plush Velvet Grey £50,,,,,PLSH-GRY-2,0,,0,deny,manual,50,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
select-your-fabric-copy,,,,,,,,,Plush Velvet Silver £50,,,,,PLSH-SLVR-2,0,,0,deny,manual,50,100,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
select-your-fabric-copy,,,,,,,,,Plush Velvet Baby Pink £50,,,,,PLSH-BBY-PNK-2,0,,0,deny,manual,50,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
select-your-fabric-copy,,,,,,,,,Plush Velvet Black £50,,,,,PLSH-BLK-2,0,,0,deny,manual,50,100,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
select-your-fabric-copy,,,,,,,,,Chenille Teal £25,,,,,CH-TEAL-3,0,,0,deny,manual,25,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
select-your-fabric-copy,,,,,,,,,Chenille Cream £25,,,,,CH-CRM-2,0,,0,deny,manual,25,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
select-your-fabric-copy,,,,,,,,,Chenille Light Grey £25,,,,,CH-LIGHT-GREY-2,0,,0,deny,manual,25,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
select-your-fabric-copy,,,,,,,,,Chenille Charcoal £25,,,,,CH-CHARCOAL-GREY-2,0,,0,deny,manual,25,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
select-your-fabric-copy,,,,,,,,,Linen Silver Grey £50,,,,,LIN-SLVR-GRY-2,0,,0,deny,manual,50,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
select-your-fabric-copy,,,,,,,,,Linen Wheat £50,,,,,LIN-WHEAT-2,0,,0,deny,manual,50,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
select-your-fabric-copy,,,,,,,,,Linen Teal £50,,,,,LIN-TEAL-2,0,,0,deny,manual,50,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
select-your-fabric-copy,,,,,,,,,Linen Whisper White £50,,,,,linen whisper white.-1,0,,0,deny,manual,50,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
select-your-fabric-copy,,,,,,,,,Linen Copper £50,,,,,LIN-COPPER-2,0,,0,deny,manual,50,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
select-your-fabric-copy,,,,,,,,,Linen Barley £50,,,,,LIN-BARLY-2,0,,0,deny,manual,50,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
select-your-fabric-copy,,,,,,,,,Linen Black £50,,,,,LIN-BLCK-2,0,,0,deny,manual,50,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
select-your-fabric-copy,,,,,,,,,Ascot Sand £50,,,,,Ascot Sand..-1,0,,0,deny,manual,50,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
select-your-fabric-copy,,,,,,,,,Ascot Charcoal £50,,,,,ASC-CHAR-2,0,,0,deny,manual,50,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
select-your-fabric-copy,,,,,,,,,Ascot Denim £50,,,,,ASC-DENIM-2,0,,0,deny,manual,50,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
select-your-fabric-copy,,,,,,,,,Ascot Teal £50,,,,,ASC-TEAL-2,0,,0,deny,manual,50,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
select-your-fabric-copy,,,,,,,,,Wool Latte £50,,,,,WOOL-BRNZE-2,0,,0,deny,manual,50,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
select-your-fabric-copy,,,,,,,,,Wool Chrome £50,,,,,WOOL-CHRME-2,0,,0,deny,manual,50,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
select-your-fabric-copy,,,,,,,,,Wool Jade £50,,,,,WOOL-JADE-2,0,,0,deny,manual,50,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
select-your-fabric-copy,,,,,,,,,Wool Steel £50,,,,,WL-STEEL-2,0,,0,deny,manual,50,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
select-your-fabric-copy,,,,,,,,,Wool Teal £50,,,,,WOOL-TEAL-2,0,,0,deny,manual,50,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
select-your-fabric-copy,,,,,,,,,Plush-Velvet-Emrald-Green £50,,,,,Plush Emerald Green.-1,0,,0,deny,manual,50,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
select-your-fabric-copy,,,,,,,,,Plush Velvet duck Egg £50,,,,,PL- DUCK EGG-2,0,,0,deny,manual,50,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
select-your-fabric-copy,,,,,,,,,Plush Velvet Mustard £50,,,,,PL-MUSTARD-2,0,,0,deny,manual,50,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
select-your-fabric-copy,,,,,,,,,Plush Velvet White £50,,,,,PL-WHITE-2,0,,0,deny,manual,50,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
select-your-fabric-copy,,,,,,,,,Plush Velvet Ice Blue £50,,,,,PLSH-ICE-BLU-2,0,,0,deny,manual,50,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
select-your-fabric-copy,,,,,,,,,Plush Velvet Beige £50,,,,,PLSH-BEIGE-2,0,,0,deny,manual,50,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
select-your-fabric-copy,,,,,,,,,Naples Velvet Silver £75,,,,,Naples Velvet Silver-3,0,,0,deny,manual,75,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
select-your-fabric-copy,,,,,,,,,Naples Velvet Slate £75,,,,,Naples Velvet Slate-3,0,,0,deny,manual,75,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
select-your-fabric-copy,,,,,,,,,Crush Velvet Mink £25,,,,,Crush Mink-3,0,,0,deny,manual,0,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
select-your-fabric-copy,,,,,,,,,Rustique Velvet Gold £125,,,,,RUSTIQUE GOLD-3,0,,0,deny,manual,125,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
select-your-fabric-copy,,,,,,,,,Rustique Velvet Ox Blood £125,,,,,RUSTIQUE OX-BLOOD-3,0,,0,deny,manual,125,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
select-your-fabric-copy,,,,,,,,,Rustique Velvet Slate £125,,,,,RUSTIQUE SLATE-3,0,,0,deny,manual,125,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
select-your-fabric-copy,,,,,,,,,Rustique Velvet Stone £125,,,,,RUST STONE-3,0,,0,deny,manual,125,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
select-your-fabric-copy,,,,,,,,,Rustique Velvet Storm Blue £125,,,,,RUST STORM BLUE-3,0,,0,deny,manual,125,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
select-your-fabric-copy,,,,,,,,,Rustique Velvet Turquoise £125,,,,,RUSTIQUE TURQUOISE-3,0,,0,deny,manual,125,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
select-your-fabric-copy,,,,,,,,,Rustique Velvet Chocolate Brown £125,,,,,RUSTIQUE CHOCO BROWN-3,0,,0,deny,manual,125,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
select-your-fabric-copy,,,,,,,,,Rustique Velvet Silver £125,,,,,RUSTIQUE SILVER-1,0,,0,deny,manual,125,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
select-your-fabric-copy,,,,,,,,,Tweed Herringbone Grey £125,,,,,Tweed. Grey-2,0,,0,deny,manual,125,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
select-your-fabric-copy,,,,,,,,,Tweed Herringbone Charcoal £125,,,,,Tweed. Charcoal-2,0,,0,deny,manual,125,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
select-your-fabric-copy,,,,,,,,,Naples Velvet Salmon £75,,,,,Naples Velvet Salmon-3,0,,0,deny,manual,75,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
select-your-fabric-copy,,,,,,,,,Naples Velvet Pink £75,,,,,Naples Velvet Pink-3,0,,0,deny,manual,75,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
select-your-fabric-copy,,,,,,,,,Naples Velvet Purple £75,,,,,Naples Velvet Purple-3,0,,0,deny,manual,75,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
select-your-fabric-copy,,,,,,,,,Naples Velvet Cream £75,,,,,Naples Velvet Cream-3,0,,0,deny,manual,75,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
select-your-fabric-copy,,,,,,,,,Naples Velvet Beige £75,,,,,Naples Velvet Beige-3,0,,0,deny,manual,75,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
mini-pockets,Mini Pockets, ,Storage Beds and Mattresses,,Beds,,TRUE,Mini-pockets,Standard,,,,,Standard,0,,0,deny,manual,0,,TRUE,TRUE,,,,,FALSE,,,,,,,new,TRUE,,,,,,,kg,,,TRUE,,,TRUE,,,TRUE,,,active
mini-pockets,,,,,,,,,1000 Mini Pockets,,,,,'+1000 Mini Pockets,0,,0,deny,manual,200,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
mini-pockets,,,,,,,,,2000 Mini Pockets,,,,,'+2000 Mini Pockets,0,,0,deny,manual,300,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
latex-1000-3000-pockets,Latex 1000 - 3000 Pockets,"<p><span class=""xr_tl xr_s3"">This mattress is hand made in the UK using the finest comes in 1000 ,1500,2000 and 3000 pocket count and materials and craftmanship. </span> <span class=""xr_tl xr_s28"">Truly luxurious damask covers a combination of traditional and mini pockets springs units for a lasting comfort </span> <span class=""xr_tl xr_s28"">and support. Containing extravagant layers of carefully chosen intermediate layers of fillings and Latex Foam to </span> <span class=""xr_tl xr_s28"">provide sumptuous relaxation. </span></p>
<ul>
<li><span class=""xr_tl xr_s24"">1000 - 3000 Pocket count unit </span></li>
<li><span class=""xr_tl xr_s24"">Hand crafted </span></li>
<li><span class=""xr_tl xr_s24"">Luxurious damask Fabric</span></li>
<li><span class=""xr_tl xr_s24"">Combination of traditional pockets &amp; Mini pockets</span></li>
<li><strong><span class=""xr_tl xr_s24"">Carefully selected intermediate layers fillings with Latex for Optimum comfort</span></strong></li>
<li><span class=""xr_tl xr_s24"">Simulated hand stitched Border </span></li>
<li><span class=""xr_tl xr_s26""><span class=""xr_s24"">Air vents</span></span></li>
<li><span class=""xr_tl xr_s24"">Flag Stitched Mattress handles </span></li>
<li><span class=""xr_tl xr_s24"">Tufted</span></li>
</ul>
<p>Benefits of a Latex Mattress</p>
<ul class=""i8Z77e"">
<li class=""TrT0Xe"">Pain Relieving. The gentle cushioning and buoyant support of latex foam mattresses are especially beneficial for sleepers with back and joint pain</li>
<li class=""TrT0Xe"">Hypoallergenic and Low Maintenance</li>
<li class=""TrT0Xe"">Eco-friendly</li>
<li class=""TrT0Xe"">Breathable</li>
<li class=""TrT0Xe"">Durable</li>
<li>Ideal for Hot Sleepers</li>
</ul>
<h2>Let’s outline some of the main benefits of using latex mattresses:</h2>
<ul>
<li>
<strong>Support: </strong>Because of the natural elastic properties incorporated into latex mattresses, they offer unmatched support and pressure relief during use. Its naturally conforming design instantly responds to your body’s unique composition and movements. Side sleepers make up the majority of the population, and while latex mattresses offer support for back, stomach and side sleepers, there is extra support offered for those who sleep on their sides. Side sleepers often suffer from pain in their shoulders, torso, and hips from the pressure of sleeping with all of their body weight on these points. Latex mattresses offer specialized support for these sleepers.</li>
<li>
<strong>Long-lasting:</strong> Latex mattresses are naturally resilient and thus maintain their shape and performance for several years. Conventional mattresses “soften” and tend to lose their firmness over time, but that is not a factor with latex mattresses. On average, a latex mattress only needs to be replaced once every 10 years.</li>
<li>
<strong>Hypoallergenic: </strong>Latex is resistant to dust and mites, helping to maintain an allergy-free sleep atmosphere.</li>
<li>
<strong>Easy maintenance: </strong>Since latex is naturally resistant to dust and is naturally resilient, these mattresses require little to no maintenance.</li>
</ul>
 ",Storage Beds and Mattresses,,side or back sleeper.,,TRUE,Product Size,Kingsize (5ft),Product Mattress Options,3000 Pocket Sprung Mattress,,,5ft Latex Pocket 3000,0,,0,deny,manual,425,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0818/2651/3206/products/Elegant-5000-Pocket-Spring-mattress-p3-scaled_c8d97a94-200e-4aee-8b05-2771ffb7bcd0.jpg?v=1702858981,1,,FALSE,,,,,,,new,TRUE,,,,,,,kg,,,TRUE,,,TRUE,,,TRUE,,,active
latex-1000-3000-pockets,,,,,,,,,Super king (6ft),,1000 Pocket Spring Mattress,,,6ft Latex Pocket 1000,0,,0,deny,manual,425,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
latex-1000-3000-pockets,,,,,,,,,Super king (6ft),,1500 Pocket Spring Mattress,,,6ft Latex Pocket 1500,0,,0,deny,manual,475,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
latex-1000-3000-pockets,,,,,,,,,Super king (6ft),,2000 Pocket Sprung Mattress,,,6ft Latex Pocket 2000,0,,0,deny,manual,525,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
latex-1000-3000-pockets,,,,,,,,,Super king (6ft),,3000 Pocket Sprung Mattress,,,6ft Latex Pocket 3000,0,,0,deny,manual,575,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
latex-1000-3000-pockets,,,,,,,,,Single (3ft),,3000 Pocket Sprung Mattress,,,3ft Latex Pocket 3000,0,,0,deny,manual,355,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
latex-1000-3000-pockets,,,,,,,,,Small Double (4ft),,1000 Pocket Spring Mattress,,,4ft Latex Pocket 1000,0,,0,deny,manual,295,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
latex-1000-3000-pockets,,,,,,,,,Small Double (4ft),,1500 Pocket Spring Mattress,,,4ft Latex Pocket 1500,0,,0,deny,manual,325,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
latex-1000-3000-pockets,,,,,,,,,Small Double (4ft),,2000 Pocket Sprung Mattress,,,4ft Latex Pocket 2000,0,,0,deny,manual,365,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
latex-1000-3000-pockets,,,,,,,,,Small Double (4ft),,3000 Pocket Sprung Mattress,,,4ft Latex Pocket 3000,0,,0,deny,manual,395,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
latex-1000-3000-pockets,,,,,,,,,Double (4ft6),,1000 Pocket Spring Mattress,,,4ft6 Latex Pocket 1000,0,,0,deny,manual,295,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
latex-1000-3000-pockets,,,,,,,,,Double (4ft6),,1500 Pocket Spring Mattress,,,4ft6 Latex Pocket 1500,0,,0,deny,manual,355,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
latex-1000-3000-pockets,,,,,,,,,Double (4ft6),,2000 Pocket Sprung Mattress,,,4ft6 Latex Pocket 2000,0,,0,deny,manual,375,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
latex-1000-3000-pockets,,,,,,,,,Double (4ft6),,3000 Pocket Sprung Mattress,,,4ft6 Latex Pocket 3000,0,,0,deny,manual,395,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
latex-1000-3000-pockets,,,,,,,,,Kingsize (5ft),,1000 Pocket Spring Mattress,,,5ft Latex Pocket 1000,0,,0,deny,manual,325,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
latex-1000-3000-pockets,,,,,,,,,Kingsize (5ft),,1500 Pocket Spring Mattress,,,5ft Latex Pocket 1500,0,,0,deny,manual,375,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
latex-1000-3000-pockets,,,,,,,,,Kingsize (5ft),,2000 Pocket Sprung Mattress,,,5ft Latex Pocket 2000,0,,0,deny,manual,395,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
latex-1000-3000-pockets,,,,,,,,,Small Single (2ft6),,1000 Pocket Spring Mattress,,,2ft6 Latex 1000,0,,0,deny,manual,275,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
latex-1000-3000-pockets,,,,,,,,,Small Single (2ft6),,1500 Pocket Spring Mattress,,,2ft6 Latex 1500,0,,0,deny,manual,295,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
latex-1000-3000-pockets,,,,,,,,,Small Single (2ft6),,2000 Pocket Sprung Mattress,,,2ft6 Latex 2000,0,,0,deny,manual,325,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
latex-1000-3000-pockets,,,,,,,,,Small Single (2ft6),,3000 Pocket Sprung Mattress,,,2ft6 Latex 3000-,0,,0,deny,manual,355,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
latex-1000-3000-pockets,,,,,,,,,Single (3ft),,1000 Pocket Spring Mattress,,,3ft Latex Pocket 1000,0,,0,deny,manual,275,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
latex-1000-3000-pockets,,,,,,,,,Single (3ft),,1500 Pocket Spring Mattress,,,3ft Latex Pocket 1500,0,,0,deny,manual,295,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
latex-1000-3000-pockets,,,,,,,,,Single (3ft),,2000 Pocket Sprung Mattress,,,3ft Latex Pocket 2000,0,,0,deny,manual,325,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
