Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United Kingdom,Price / United Kingdom,Compare At Price / United Kingdom,Included / European Union,Price / European Union,Compare At Price / European Union,Included / International,Price / International,Compare At Price / International,Status
schino-tumeric,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0818/2651/3206/products/schino-turmeric_3.jpg?v=1702858000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mystique-gold,Mystique Gold,"<p>Mystique Gold Velvet fabric, order your sample prior to purchasing your customized ottoman bed.</p>
<p>Fabrics Qualities<br>
This has the benefit of our practical Easy Clean finish, buying you extra time to mop up any spills and reduce staining.</p>
<div class=""commerce-product-field commerce-product-field-field-composition field-field-composition node-13937-product-field-composition"">
<div class=""field field-name-field-composition field-type-text field-label-inline clearfix"">
<div class=""field-label"">Pile Type: Deep/Dense Velvet<br>
COMPOSITION:  100% Polyester</div>
</div>
</div>
<div class=""commerce-product-field commerce-product-field-field-width field-field-width node-13937-product-field-width"">
<div class=""field field-name-field-width field-type-text field-label-inline clearfix"">
<div class=""field-label"">WIDTH: 140 cm</div>
</div>
</div>
<div class=""commerce-product-field commerce-product-field-field-pattern-repeat field-field-pattern-repeat node-13937-product-field-pattern-repeat"">
<div class=""field field-name-field-pattern-repeat field-type-text field-label-inline clearfix"">
<div class=""field-label"">PATTERN REPEAT (CM): Plain</div>
</div>
</div>
<div class=""commerce-product-field commerce-product-field-field-care field-field-care"">
<div class=""field field-name-field-care field-type-taxonomy-term-reference field-label-inline clearfix"">
<div class=""field-label"">CARE: Do Not Bleach/Do Not Iron/Do Not Tumble Dry/Do Not Wash/Dry Clean</div>
</div>
</div>
<div class=""commerce-product-field commerce-product-field-field-use field-field-use node-9-product-field-use"">
<div class=""field field-name-field-use field-type-taxonomy-term-reference field-label-inline clearfix"">
<div class=""field-label"">USE:  Upholstery/Curtaining</div>
</div>
</div>
<div class=""commerce-product-field commerce-product-field-field-martindale-rub-test field-field-martindale-rub-test node-13937-product-field-martindale-rub-test"">
<div class=""field field-name-field-martindale-rub-test field-type-text field-label-inline clearfix"">
<div class=""field-label"">MARTINDALE RUB TEST:  100000+</div>
</div>
</div>
 ",Ottoman Beds,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Textiles > Fabric,Order Swatches,"matching ottoman Box, mystere II Ottoman Bed, ottoman bed, Ottoman Beds, Tall Headboard",TRUE,Title,Default Title,,,,,Mystique Gold.,0,,0,deny,manual,0.5,,TRUE,TRUE,,,,,FALSE,,,,,,,new,TRUE,,,,,,,kg,,,TRUE,,,TRUE,,,TRUE,,,active
mystique-ink,Mystique Ink,"<p>Mystique Ink Velvet fabric, order your sample prior to purchasing your customized ottoman bed.</p>
<p>Fabrics Qualities<br>
This has the benefit of our practical Easy Clean finish, buying you extra time to mop up any spills and reduce staining.</p>
<div class=""commerce-product-field commerce-product-field-field-composition field-field-composition node-13937-product-field-composition"">
<div class=""field field-name-field-composition field-type-text field-label-inline clearfix"">
<div class=""field-label"">Pile Type: Deep/Dense Velvet<br>
COMPOSITION:  100% Polyester</div>
</div>
</div>
<div class=""commerce-product-field commerce-product-field-field-width field-field-width node-13937-product-field-width"">
<div class=""field field-name-field-width field-type-text field-label-inline clearfix"">
<div class=""field-label"">WIDTH: 140 cm</div>
</div>
</div>
<div class=""commerce-product-field commerce-product-field-field-pattern-repeat field-field-pattern-repeat node-13937-product-field-pattern-repeat"">
<div class=""field field-name-field-pattern-repeat field-type-text field-label-inline clearfix"">
<div class=""field-label"">PATTERN REPEAT (CM): Plain</div>
</div>
</div>
<div class=""commerce-product-field commerce-product-field-field-care field-field-care"">
<div class=""field field-name-field-care field-type-taxonomy-term-reference field-label-inline clearfix"">
<div class=""field-label"">CARE: Do Not Bleach/Do Not Iron/Do Not Tumble Dry/Do Not Wash/Dry Clean</div>
</div>
</div>
<div class=""commerce-product-field commerce-product-field-field-use field-field-use node-9-product-field-use"">
<div class=""field field-name-field-use field-type-taxonomy-term-reference field-label-inline clearfix"">
<div class=""field-label"">USE:  Upholstery/Curtaining</div>
</div>
</div>
<div class=""commerce-product-field commerce-product-field-field-martindale-rub-test field-field-martindale-rub-test node-13937-product-field-martindale-rub-test"">
<div class=""field field-name-field-martindale-rub-test field-type-text field-label-inline clearfix"">
<div class=""field-label"">MARTINDALE RUB TEST:  100000+</div>
</div>
</div>
 ",Ottoman Beds,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Textiles > Fabric,Order Swatches,"matching ottoman Box, mystere II Ottoman Bed, ottoman bed, Ottoman Beds, Tall Headboard",TRUE,Title,Default Title,,,,,Mystique Ink.,0,,0,deny,manual,0.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0818/2651/3206/products/MYVINKK_0.jpg?v=1702857983,1,,FALSE,,,,,,,new,TRUE,,,,,,,kg,,,TRUE,,,TRUE,,,TRUE,,,active
mystique-dove,Mystique Dove,"<p>Mystique Dove Velvet fabric, order your sample prior to purchasing your customized ottoman bed.</p>
<p>Fabrics Qualities<br>
This has the benefit of our practical Easy Clean finish, buying you extra time to mop up any spills and reduce staining.</p>
<div class=""commerce-product-field commerce-product-field-field-composition field-field-composition node-13937-product-field-composition"">
<div class=""field field-name-field-composition field-type-text field-label-inline clearfix"">
<div class=""field-label"">Pile Type: Deep/Dense Velvet<br>
COMPOSITION:  100% Polyester</div>
</div>
</div>
<div class=""commerce-product-field commerce-product-field-field-width field-field-width node-13937-product-field-width"">
<div class=""field field-name-field-width field-type-text field-label-inline clearfix"">
<div class=""field-label"">WIDTH: 140 cm</div>
</div>
</div>
<div class=""commerce-product-field commerce-product-field-field-pattern-repeat field-field-pattern-repeat node-13937-product-field-pattern-repeat"">
<div class=""field field-name-field-pattern-repeat field-type-text field-label-inline clearfix"">
<div class=""field-label"">PATTERN REPEAT (CM): Plain</div>
</div>
</div>
<div class=""commerce-product-field commerce-product-field-field-care field-field-care"">
<div class=""field field-name-field-care field-type-taxonomy-term-reference field-label-inline clearfix"">
<div class=""field-label"">CARE: Do Not Bleach/Do Not Iron/Do Not Tumble Dry/Do Not Wash/Dry Clean</div>
</div>
</div>
<div class=""commerce-product-field commerce-product-field-field-use field-field-use node-9-product-field-use"">
<div class=""field field-name-field-use field-type-taxonomy-term-reference field-label-inline clearfix"">
<div class=""field-label"">USE:  Upholstery/Curtaining</div>
</div>
</div>
<div class=""commerce-product-field commerce-product-field-field-martindale-rub-test field-field-martindale-rub-test node-13937-product-field-martindale-rub-test"">
<div class=""field field-name-field-martindale-rub-test field-type-text field-label-inline clearfix"">
<div class=""field-label"">MARTINDALE RUB TEST:  100000+</div>
</div>
</div>
 ",Ottoman Beds,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Textiles > Fabric,Order Swatches,"matching ottoman Box, ottoman bed, Ottoman Beds, Tall Headboard",TRUE,Title,Default Title,,,,,Mystique Dove.,0,,0,deny,manual,0.5,,TRUE,TRUE,,,,,FALSE,,,,,,,new,TRUE,,,,,,,kg,,,TRUE,,,TRUE,,,TRUE,,,active
mystique-tangerine,Mystique Tangerine,"<p>Mystique Tangerine Velvet fabric, order your sample prior to purchasing your customised ottoman bed.</p>
<p>Fabrics Qualities<br>
This has the benefit of our practical Easy Clean finish, buying you extra time to mop up any spills and reduce staining.</p>
<div class=""commerce-product-field commerce-product-field-field-composition field-field-composition node-13937-product-field-composition"">
<div class=""field field-name-field-composition field-type-text field-label-inline clearfix"">
<div class=""field-label"">Pile Type: Deep/Dense Velvet<br>
COMPOSITION:  100% Polyester</div>
</div>
</div>
<div class=""commerce-product-field commerce-product-field-field-width field-field-width node-13937-product-field-width"">
<div class=""field field-name-field-width field-type-text field-label-inline clearfix"">
<div class=""field-label"">WIDTH: 140 cm</div>
</div>
</div>
<div class=""commerce-product-field commerce-product-field-field-pattern-repeat field-field-pattern-repeat node-13937-product-field-pattern-repeat"">
<div class=""field field-name-field-pattern-repeat field-type-text field-label-inline clearfix"">
<div class=""field-label"">PATTERN REPEAT (CM): Plain</div>
</div>
</div>
<div class=""commerce-product-field commerce-product-field-field-care field-field-care"">
<div class=""field field-name-field-care field-type-taxonomy-term-reference field-label-inline clearfix"">
<div class=""field-label"">CARE: Do Not Bleach/Do Not Iron/Do Not Tumble Dry/Do Not Wash/Dry Clean</div>
</div>
</div>
<div class=""commerce-product-field commerce-product-field-field-use field-field-use node-9-product-field-use"">
<div class=""field field-name-field-use field-type-taxonomy-term-reference field-label-inline clearfix"">
<div class=""field-label"">USE:  Upholstery/Curtaining</div>
</div>
</div>
<div class=""commerce-product-field commerce-product-field-field-martindale-rub-test field-field-martindale-rub-test node-13937-product-field-martindale-rub-test"">
<div class=""field field-name-field-martindale-rub-test field-type-text field-label-inline clearfix"">
<div class=""field-label"">MARTINDALE RUB TEST:  100000+</div>
</div>
</div>
 ",Ottoman Beds,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Textiles > Fabric,Order Swatches,"matching ottoman Box, ottoman bed, Ottoman Beds, Tall Headboard",TRUE,Title,Default Title,,,,,Mystique Tangerine.,0,,0,deny,manual,0.5,,TRUE,TRUE,,,,,FALSE,,,,,,,new,TRUE,,,,,,,kg,,,TRUE,,,TRUE,,,TRUE,,,active
mystique-royal,Mystique Royal,"<p>Mystic Royal Velvet fabric, order your sample prior to purchasing your customised ottoman bed.</p>
<p>Fabrics Qualities<br>
This has the benefit of our practical Easy Clean finish, buying you extra time to mop up any spills and reduce staining.</p>
<div class=""commerce-product-field commerce-product-field-field-composition field-field-composition node-13937-product-field-composition"">
<div class=""field field-name-field-composition field-type-text field-label-inline clearfix"">
<div class=""field-label"">Pile Type: Deep/Dense Velvet<br>
COMPOSITION:  100% Polyester</div>
</div>
</div>
<div class=""commerce-product-field commerce-product-field-field-width field-field-width node-13937-product-field-width"">
<div class=""field field-name-field-width field-type-text field-label-inline clearfix"">
<div class=""field-label"">WIDTH: 140 cm</div>
</div>
</div>
<div class=""commerce-product-field commerce-product-field-field-pattern-repeat field-field-pattern-repeat node-13937-product-field-pattern-repeat"">
<div class=""field field-name-field-pattern-repeat field-type-text field-label-inline clearfix"">
<div class=""field-label"">PATTERN REPEAT (CM): Plain</div>
</div>
</div>
<div class=""commerce-product-field commerce-product-field-field-care field-field-care"">
<div class=""field field-name-field-care field-type-taxonomy-term-reference field-label-inline clearfix"">
<div class=""field-label"">CARE: Do Not Bleach/Do Not Iron/Do Not Tumble Dry/Do Not Wash/Dry Clean</div>
</div>
</div>
<div class=""commerce-product-field commerce-product-field-field-use field-field-use node-9-product-field-use"">
<div class=""field field-name-field-use field-type-taxonomy-term-reference field-label-inline clearfix"">
<div class=""field-label"">USE:  Upholstery/Curtaining</div>
</div>
</div>
<div class=""commerce-product-field commerce-product-field-field-martindale-rub-test field-field-martindale-rub-test node-13937-product-field-martindale-rub-test"">
<div class=""field field-name-field-martindale-rub-test field-type-text field-label-inline clearfix"">
<div class=""field-label"">MARTINDALE RUB TEST:  100000+</div>
</div>
</div>
 ",Ottoman Beds,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Textiles > Fabric,Order Swatches,"matching ottoman Box, ottoman bed, Ottoman Beds, Tall Headboard",TRUE,Title,Default Title,,,,,Mystique Royal.,0,,0,deny,manual,0.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0818/2651/3206/products/MYTROYA.jpg?v=1702857965,1,,FALSE,,,,,,,new,TRUE,,,,,,,kg,,,TRUE,,,TRUE,,,TRUE,,,active
mystique-flame,Mystique Flame,"<p>Mystic Flame Velvet fabric, order your sample prior to purchasing your customised ottoman bed.</p>
<p>Fabrics Qualities<br>
This has the benefit of our practical Easy Clean finish, buying you extra time to mop up any spills and reduce staining.</p>
<div class=""commerce-product-field commerce-product-field-field-composition field-field-composition node-13937-product-field-composition"">
<div class=""field field-name-field-composition field-type-text field-label-inline clearfix"">
<div class=""field-label"">Pile Type: Deep/Dense Velvet<br>
COMPOSITION:  100% Polyester</div>
</div>
</div>
<div class=""commerce-product-field commerce-product-field-field-width field-field-width node-13937-product-field-width"">
<div class=""field field-name-field-width field-type-text field-label-inline clearfix"">
<div class=""field-label"">WIDTH: 140 cm</div>
</div>
</div>
<div class=""commerce-product-field commerce-product-field-field-pattern-repeat field-field-pattern-repeat node-13937-product-field-pattern-repeat"">
<div class=""field field-name-field-pattern-repeat field-type-text field-label-inline clearfix"">
<div class=""field-label"">PATTERN REPEAT (CM): Plain</div>
</div>
</div>
<div class=""commerce-product-field commerce-product-field-field-care field-field-care"">
<div class=""field field-name-field-care field-type-taxonomy-term-reference field-label-inline clearfix"">
<div class=""field-label"">CARE: Do Not Bleach/Do Not Iron/Do Not Tumble Dry/Do Not Wash/Dry Clean</div>
</div>
</div>
<div class=""commerce-product-field commerce-product-field-field-use field-field-use node-9-product-field-use"">
<div class=""field field-name-field-use field-type-taxonomy-term-reference field-label-inline clearfix"">
<div class=""field-label"">USE:  Upholstery/Curtaining</div>
</div>
</div>
<div class=""commerce-product-field commerce-product-field-field-martindale-rub-test field-field-martindale-rub-test node-13937-product-field-martindale-rub-test"">
<div class=""field field-name-field-martindale-rub-test field-type-text field-label-inline clearfix"">
<div class=""field-label"">MARTINDALE RUB TEST:  100000+</div>
</div>
</div>
 ",Ottoman Beds,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Textiles > Fabric,Order Swatches,"matching ottoman Box, ottoman bed, Ottoman Beds, Tall Headboard",TRUE,Title,Default Title,,,,,Mystique Flame.,0,,0,deny,manual,0.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0818/2651/3206/products/MYTFLAM.jpg?v=1702857959,1,,FALSE,,,,,,,new,TRUE,,,,,,,kg,,,TRUE,,,TRUE,,,TRUE,,,active
mystique-niagara,Mystique Niagara,"<p>Mystic Niagara Velvet fabric, order your sample prior to purchasing your customised ottoman bed.</p>
<p>Fabrics Qualities<br>
This has the benefit of our practical Easy Clean finish, buying you extra time to mop up any spills and reduce staining.</p>
<div class=""commerce-product-field commerce-product-field-field-composition field-field-composition node-13937-product-field-composition"">
<div class=""field field-name-field-composition field-type-text field-label-inline clearfix"">
<div class=""field-label"">Pile Type: Deep/Dense Velvet<br>
COMPOSITION:  100% Polyester</div>
</div>
</div>
<div class=""commerce-product-field commerce-product-field-field-width field-field-width node-13937-product-field-width"">
<div class=""field field-name-field-width field-type-text field-label-inline clearfix"">
<div class=""field-label"">WIDTH: 140 cm</div>
</div>
</div>
<div class=""commerce-product-field commerce-product-field-field-pattern-repeat field-field-pattern-repeat node-13937-product-field-pattern-repeat"">
<div class=""field field-name-field-pattern-repeat field-type-text field-label-inline clearfix"">
<div class=""field-label"">PATTERN REPEAT (CM): Plain</div>
</div>
</div>
<div class=""commerce-product-field commerce-product-field-field-care field-field-care"">
<div class=""field field-name-field-care field-type-taxonomy-term-reference field-label-inline clearfix"">
<div class=""field-label"">CARE: Do Not Bleach/Do Not Iron/Do Not Tumble Dry/Do Not Wash/Dry Clean</div>
</div>
</div>
<div class=""commerce-product-field commerce-product-field-field-use field-field-use node-9-product-field-use"">
<div class=""field field-name-field-use field-type-taxonomy-term-reference field-label-inline clearfix"">
<div class=""field-label"">USE:  Upholstery/Curtaining</div>
</div>
</div>
<div class=""commerce-product-field commerce-product-field-field-martindale-rub-test field-field-martindale-rub-test node-13937-product-field-martindale-rub-test"">
<div class=""field field-name-field-martindale-rub-test field-type-text field-label-inline clearfix"">
<div class=""field-label"">MARTINDALE RUB TEST:  100000+</div>
</div>
</div>
 ",Ottoman Beds,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Textiles > Fabric,Order Swatches,"matching ottoman Box, ottoman bed, Ottoman Beds, Tall Headboard",TRUE,Title,Default Title,,,,,Mystique Niagara.,0,,0,deny,manual,0.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0818/2651/3206/products/MYSTERE-NIAGARA.jpg?v=1702857954,1,,FALSE,,,,,,,new,TRUE,,,,,,,kg,,,TRUE,,,TRUE,,,TRUE,,,active
mystique-pumice,Mystique Pumice,"<p>Mystic Pumice Velvet fabric, order your sample prior to purchasing your customised ottoman bed.</p>
<p>Fabrics Qualities<br>
This has the benefit of our practical Easy Clean finish, buying you extra time to mop up any spills and reduce staining.</p>
<div class=""commerce-product-field commerce-product-field-field-composition field-field-composition node-13937-product-field-composition"">
<div class=""field field-name-field-composition field-type-text field-label-inline clearfix"">
<div class=""field-label"">Pile Type: Deep/Dense Velvet<br>
COMPOSITION:  100% Polyester</div>
</div>
</div>
<div class=""commerce-product-field commerce-product-field-field-width field-field-width node-13937-product-field-width"">
<div class=""field field-name-field-width field-type-text field-label-inline clearfix"">
<div class=""field-label"">WIDTH: 140 cm</div>
</div>
</div>
<div class=""commerce-product-field commerce-product-field-field-pattern-repeat field-field-pattern-repeat node-13937-product-field-pattern-repeat"">
<div class=""field field-name-field-pattern-repeat field-type-text field-label-inline clearfix"">
<div class=""field-label"">PATTERN REPEAT (CM): Plain</div>
</div>
</div>
<div class=""commerce-product-field commerce-product-field-field-care field-field-care"">
<div class=""field field-name-field-care field-type-taxonomy-term-reference field-label-inline clearfix"">
<div class=""field-label"">CARE: Do Not Bleach/Do Not Iron/Do Not Tumble Dry/Do Not Wash/Dry Clean</div>
</div>
</div>
<div class=""commerce-product-field commerce-product-field-field-use field-field-use node-9-product-field-use"">
<div class=""field field-name-field-use field-type-taxonomy-term-reference field-label-inline clearfix"">
<div class=""field-label"">USE:  Upholstery/Curtaining</div>
</div>
</div>
<div class=""commerce-product-field commerce-product-field-field-martindale-rub-test field-field-martindale-rub-test node-13937-product-field-martindale-rub-test"">
<div class=""field field-name-field-martindale-rub-test field-type-text field-label-inline clearfix"">
<div class=""field-label"">MARTINDALE RUB TEST:  100000+</div>
</div>
</div>
 ",Ottoman Beds,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Textiles > Fabric,Order Swatches,"matching ottoman Box, ottoman bed, Ottoman Beds, Tall Headboard",TRUE,Title,Default Title,,,,,Mystic Pumice,0,,0,deny,manual,0.5,,TRUE,TRUE,,,,,FALSE,,,,,,,new,TRUE,,,,,,,kg,,,TRUE,,,TRUE,,,TRUE,,,active
mystique-lavender,Mystique Lavender,"<p>Mystic Taupe Velvet fabric, order your sample prior to purchasing your customised ottoman bed.</p>
<p>Fabrics Qualities<br>
This has the benefit of our practical Easy Clean finish, buying you extra time to mop up any spills and reduce staining.</p>
<div class=""commerce-product-field commerce-product-field-field-composition field-field-composition node-13937-product-field-composition"">
<div class=""field field-name-field-composition field-type-text field-label-inline clearfix"">
<div class=""field-label"">Pile Type: Deep/Dense Velvet<br>
COMPOSITION:  100% Polyester</div>
</div>
</div>
<div class=""commerce-product-field commerce-product-field-field-width field-field-width node-13937-product-field-width"">
<div class=""field field-name-field-width field-type-text field-label-inline clearfix"">
<div class=""field-label"">WIDTH: 140 cm</div>
</div>
</div>
<div class=""commerce-product-field commerce-product-field-field-pattern-repeat field-field-pattern-repeat node-13937-product-field-pattern-repeat"">
<div class=""field field-name-field-pattern-repeat field-type-text field-label-inline clearfix"">
<div class=""field-label"">PATTERN REPEAT (CM): Plain</div>
</div>
</div>
<div class=""commerce-product-field commerce-product-field-field-care field-field-care"">
<div class=""field field-name-field-care field-type-taxonomy-term-reference field-label-inline clearfix"">
<div class=""field-label"">CARE: Do Not Bleach/Do Not Iron/Do Not Tumble Dry/Do Not Wash/Dry Clean</div>
</div>
</div>
<div class=""commerce-product-field commerce-product-field-field-use field-field-use node-9-product-field-use"">
<div class=""field field-name-field-use field-type-taxonomy-term-reference field-label-inline clearfix"">
<div class=""field-label"">USE:  Upholstery/Curtaining</div>
</div>
</div>
<div class=""commerce-product-field commerce-product-field-field-martindale-rub-test field-field-martindale-rub-test node-13937-product-field-martindale-rub-test"">
<div class=""field field-name-field-martindale-rub-test field-type-text field-label-inline clearfix"">
<div class=""field-label"">MARTINDALE RUB TEST:  100000+</div>
</div>
</div>
 ",Ottoman Beds,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Textiles > Fabric,Order Swatches,"matching ottoman Box, ottoman bed, Ottoman Beds, Tall Headboard",TRUE,Title,Default Title,,,,,Mystique Lavender.,0,,0,deny,manual,0.5,,TRUE,TRUE,,,,,FALSE,,,,,,,new,TRUE,,,,,,,kg,,,TRUE,,,TRUE,,,TRUE,,,active
mystique-amethyst,Mystique Amethyst,"<p>Mystic Seaspray Velvet fabric, order your sample prior to purchasing your customised ottoman bed.</p>
<p>Fabrics Qualities<br>
This has the benefit of our practical Easy Clean finish, buying you extra time to mop up any spills and reduce staining.</p>
<div class=""commerce-product-field commerce-product-field-field-composition field-field-composition node-13937-product-field-composition"">
<div class=""field field-name-field-composition field-type-text field-label-inline clearfix"">
<div class=""field-label"">Pile Type: Deep/Dense Velvet<br>
COMPOSITION:  100% Polyester</div>
</div>
</div>
<div class=""commerce-product-field commerce-product-field-field-width field-field-width node-13937-product-field-width"">
<div class=""field field-name-field-width field-type-text field-label-inline clearfix"">
<div class=""field-label"">WIDTH: 140 cm</div>
</div>
</div>
<div class=""commerce-product-field commerce-product-field-field-pattern-repeat field-field-pattern-repeat node-13937-product-field-pattern-repeat"">
<div class=""field field-name-field-pattern-repeat field-type-text field-label-inline clearfix"">
<div class=""field-label"">PATTERN REPEAT (CM): Plain</div>
</div>
</div>
<div class=""commerce-product-field commerce-product-field-field-care field-field-care"">
<div class=""field field-name-field-care field-type-taxonomy-term-reference field-label-inline clearfix"">
<div class=""field-label"">CARE: Do Not Bleach/Do Not Iron/Do Not Tumble Dry/Do Not Wash/Dry Clean</div>
</div>
</div>
<div class=""commerce-product-field commerce-product-field-field-use field-field-use node-9-product-field-use"">
<div class=""field field-name-field-use field-type-taxonomy-term-reference field-label-inline clearfix"">
<div class=""field-label"">USE:  Upholstery/Curtaining</div>
</div>
</div>
<div class=""commerce-product-field commerce-product-field-field-martindale-rub-test field-field-martindale-rub-test node-13937-product-field-martindale-rub-test"">
<div class=""field field-name-field-martindale-rub-test field-type-text field-label-inline clearfix"">
<div class=""field-label"">MARTINDALE RUB TEST:  100000+</div>
</div>
</div>
 ",Ottoman Beds,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Textiles > Fabric,Order Swatches,"matching ottoman Box, ottoman bed, Ottoman Beds, Tall Headboard",TRUE,Title,Default Title,,,,,Mystique Amethyst,0,,0,deny,manual,0.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0818/2651/3206/products/MYTBOYS.jpg?v=1702857928,1,,FALSE,,,,,,,new,TRUE,,,,,,,kg,,,TRUE,,,TRUE,,,TRUE,,,active
mystique-cosmic-velvet,Mystique Cosmic,"<p>Mystic Slate Velvet fabric, order your sample prior to purchasing your customised ottoman bed.</p>
<p>Fabrics Qualities<br>
This has the benefit of our practical Easy Clean finish, buying you extra time to mop up any spills and reduce staining.</p>
<div class=""commerce-product-field commerce-product-field-field-composition field-field-composition node-13937-product-field-composition"">
<div class=""field field-name-field-composition field-type-text field-label-inline clearfix"">
<div class=""field-label"">Pile Type: Deep/Dense Velvet<br>
COMPOSITION:  100% Polyester</div>
</div>
</div>
<div class=""commerce-product-field commerce-product-field-field-width field-field-width node-13937-product-field-width"">
<div class=""field field-name-field-width field-type-text field-label-inline clearfix"">
<div class=""field-label"">WIDTH: 140 cm</div>
</div>
</div>
<div class=""commerce-product-field commerce-product-field-field-pattern-repeat field-field-pattern-repeat node-13937-product-field-pattern-repeat"">
<div class=""field field-name-field-pattern-repeat field-type-text field-label-inline clearfix"">
<div class=""field-label"">PATTERN REPEAT (CM): Plain</div>
</div>
</div>
<div class=""commerce-product-field commerce-product-field-field-care field-field-care"">
<div class=""field field-name-field-care field-type-taxonomy-term-reference field-label-inline clearfix"">
<div class=""field-label"">CARE: Do Not Bleach/Do Not Iron/Do Not Tumble Dry/Do Not Wash/Dry Clean</div>
</div>
</div>
<div class=""commerce-product-field commerce-product-field-field-use field-field-use node-9-product-field-use"">
<div class=""field field-name-field-use field-type-taxonomy-term-reference field-label-inline clearfix"">
<div class=""field-label"">USE:  Upholstery/Curtaining</div>
</div>
</div>
<div class=""commerce-product-field commerce-product-field-field-martindale-rub-test field-field-martindale-rub-test node-13937-product-field-martindale-rub-test"">
<div class=""field field-name-field-martindale-rub-test field-type-text field-label-inline clearfix"">
<div class=""field-label"">MARTINDALE RUB TEST:  100000+</div>
</div>
</div>
 ",Ottoman Beds,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Textiles > Fabric,Order Swatches,"matching ottoman Box, ottoman bed, Ottoman Beds, Tall Headboard",TRUE,Title,Default Title,,,,,Mystique Cosmic.,0,,0,deny,manual,0.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0818/2651/3206/products/MYTSLAT_7f1f3326-ba8a-493a-aa10-30273b82e4e5.jpg?v=1702857922,1,,FALSE,,,,,,,new,TRUE,,,,,,,kg,,,TRUE,,,TRUE,,,TRUE,,,active
